entidad_federativa,Unnamed: 0,municipio,distancia,grado_accesibilidad
Baja California,2445,Ensenada,200,Accesibilidad alta
Baja California,2446,Ensenada,"36,799.10",Accesibilidad muy baja
Baja California,2447,Ensenada,"1,082.80",Accesibilidad media
Baja California,2448,Ensenada,700,Accesibilidad alta
Baja California,2449,Ensenada,"1,100.00",Accesibilidad media
Baja California,2450,Ensenada,"17,010.80",Accesibilidad muy baja
Baja California,2451,Ensenada,"1,282.80",Accesibilidad media
Baja California,2452,Ensenada,"1,400.00",Accesibilidad media
Baja California,2453,Ensenada,400,Accesibilidad alta
Baja California,2454,Ensenada,"53,344.00",Accesibilidad muy baja
Baja California,2455,Ensenada,603.6,Accesibilidad muy alta
Baja California,2456,Ensenada,"1,365.70",Accesibilidad media
Baja California,2457,Ensenada,100,Accesibilidad muy alta
Baja California,2458,Ensenada,141.4,Accesibilidad muy alta
Baja California,2459,Ensenada,"114,629.00",Accesibilidad muy baja
Baja California,2460,Ensenada,200,Accesibilidad alta
Baja California,2461,Ensenada,"37,979.60",Accesibilidad muy baja
Baja California,2462,Ensenada,200,Accesibilidad alta
Baja California,2463,Ensenada,"3,117.80",Accesibilidad muy baja
Baja California,2464,Ensenada,553.6,Accesibilidad alta
Baja California,2465,Ensenada,"71,836.10",Accesibilidad muy baja
Baja California,2466,Ensenada,"3,111.30",Accesibilidad muy baja
Baja California,2467,Ensenada,100,Accesibilidad alta
Baja California,2468,Ensenada,"12,564.30",Accesibilidad muy baja
Baja California,2469,Ensenada,"17,031.50",Accesibilidad muy baja
Baja California,2470,Ensenada,0,Accesibilidad alta
Baja California,2471,Ensenada,200,Accesibilidad alta
Baja California,2472,Ensenada,"11,749.70",Accesibilidad muy baja
Baja California,2473,Ensenada,"5,372.80",Accesibilidad muy baja
Baja California,2474,Ensenada,565.7,Accesibilidad muy alta
Baja California,2475,Ensenada,100,Accesibilidad alta
Baja California,2476,Ensenada,"109,642.60",Accesibilidad muy baja
Baja California,2477,Ensenada,200,Accesibilidad alta
Baja California,2478,Ensenada,"15,767.80",Accesibilidad muy baja
Baja California,2479,Ensenada,"1,682.80",Accesibilidad media
Baja California,2480,Ensenada,0,Accesibilidad muy alta
Baja California,2481,Ensenada,"1,565.70",Accesibilidad media
Baja California,2482,Ensenada,"2,015.70",Accesibilidad muy baja
Baja California,2483,Ensenada,"1,910.70",Accesibilidad media
Baja California,2484,Ensenada,"206,000.00",Accesibilidad muy baja
Baja California,2485,Ensenada,"206,000.00",Accesibilidad muy baja
Baja California,2486,Ensenada,"1,874.30",Accesibilidad media
Baja California,2487,Ensenada,"3,107.10",Accesibilidad muy baja
Baja California,2488,Ensenada,100,Accesibilidad alta
Baja California,2489,Ensenada,150,Accesibilidad alta
Baja California,2490,Ensenada,"6,369.80",Accesibilidad muy baja
Baja California,2491,Ensenada,"22,493.30",Accesibilidad muy baja
Baja California,2492,Ensenada,"35,096.60",Accesibilidad muy baja
Baja California,2493,Ensenada,"38,174.40",Accesibilidad muy baja
Baja California,2494,Ensenada,"4,877.00",Accesibilidad muy baja
Baja California,2495,Ensenada,"3,252.70",Accesibilidad muy baja
Baja California,2496,Ensenada,"24,622.00",Accesibilidad muy baja
Baja California,2497,Ensenada,"33,068.20",Accesibilidad muy baja
Baja California,2498,Ensenada,382.8,Accesibilidad alta
Baja California,2499,Ensenada,"28,187.20",Accesibilidad muy baja
Baja California,2500,Ensenada,"3,441.40",Accesibilidad muy baja
Baja California,2501,Ensenada,"2,397.10",Accesibilidad baja
Baja California,2502,Ensenada,"3,179.90",Accesibilidad muy baja
Baja California,2503,Ensenada,"4,604.20",Accesibilidad muy baja
Baja California,2504,Ensenada,"2,341.40",Accesibilidad muy baja
Baja California,2505,Ensenada,"2,424.30",Accesibilidad muy baja
Baja California,2506,Ensenada,"2,400.00",Accesibilidad muy baja
Baja California,2507,Ensenada,"3,097.10",Accesibilidad muy baja
Baja California,2508,Ensenada,"4,978.40",Accesibilidad muy baja
Baja California,2509,Ensenada,"2,807.10",Accesibilidad muy baja
Baja California,2510,Ensenada,"7,042.60",Accesibilidad muy baja
Baja California,2511,Ensenada,"1,382.80",Accesibilidad media
Baja California,2512,Ensenada,"6,149.70",Accesibilidad muy baja
Baja California,2513,Ensenada,"2,879.90",Accesibilidad baja
Baja California,2514,Ensenada,"8,601.20",Accesibilidad muy baja
Baja California,2515,Ensenada,"7,129.60",Accesibilidad muy baja
Baja California,2516,Ensenada,"7,774.00",Accesibilidad muy baja
Baja California,2517,Ensenada,"10,178.20",Accesibilidad muy baja
Baja California,2518,Ensenada,"9,736.80",Accesibilidad muy baja
Baja California,2519,Ensenada,"9,346.80",Accesibilidad muy baja
Baja California,2520,Ensenada,"6,788.20",Accesibilidad muy baja
Baja California,2521,Ensenada,"8,112.50",Accesibilidad muy baja
Baja California,2522,Ensenada,"2,132.80",Accesibilidad muy baja
Baja California,2523,Ensenada,"3,936.40",Accesibilidad muy baja
Baja California,2524,Ensenada,"7,311.90",Accesibilidad muy baja
Baja California,2525,Ensenada,"10,275.50",Accesibilidad muy baja
Baja California,2526,Ensenada,"1,089.90",Accesibilidad media
Baja California,2527,Ensenada,"1,550.00",Accesibilidad media
Baja California,2528,Ensenada,"4,117.80",Accesibilidad muy baja
Baja California,2529,Ensenada,"2,867.80",Accesibilidad muy baja
Baja California,2530,Ensenada,200,Accesibilidad alta
Baja California,2531,Ensenada,300,Accesibilidad alta
Baja California,2532,Ensenada,150,Accesibilidad alta
Baja California,2533,Ensenada,100,Accesibilidad alta
Baja California,2534,Ensenada,600,Accesibilidad alta
Baja California,2535,Ensenada,300,Accesibilidad alta
Baja California,2536,Ensenada,282.8,Accesibilidad alta
Baja California,2537,Ensenada,"7,389.10",Accesibilidad muy baja
Baja California,2538,Ensenada,"22,082.10",Accesibilidad muy baja
Baja California,2539,Ensenada,"4,232.00",Accesibilidad muy baja
Baja California,2540,Ensenada,141.4,Accesibilidad alta
Baja California,2541,Ensenada,"1,100.00",Accesibilidad baja
Baja California,2542,Ensenada,250,Accesibilidad alta
Baja California,2543,Ensenada,"3,059.20",Accesibilidad muy baja
Baja California,2544,Ensenada,"2,979.90",Accesibilidad muy baja
Baja California,2545,Ensenada,400,Accesibilidad alta
Baja California,2546,Ensenada,"13,810.80",Accesibilidad muy baja
Baja California,2547,Ensenada,"14,722.50",Accesibilidad muy baja
Baja California,2548,Ensenada,"4,497.10",Accesibilidad muy baja
Baja California,2549,Ensenada,"3,355.60",Accesibilidad muy baja
Baja California,2550,Ensenada,"18,726.70",Accesibilidad muy baja
Baja California,2551,Ensenada,"16,186.80",Accesibilidad muy baja
Baja California,2552,Ensenada,"14,128.80",Accesibilidad muy baja
Baja California,2553,Ensenada,"14,510.40",Accesibilidad muy baja
Baja California,2554,Ensenada,"8,808.30",Accesibilidad muy baja
Baja California,2555,Ensenada,"9,765.40",Accesibilidad muy baja
Baja California,2556,Ensenada,150,Accesibilidad alta
Baja California,2557,Ensenada,0,Accesibilidad alta
Baja California,2558,Ensenada,0,Accesibilidad muy alta
Baja California,2559,Ensenada,848.5,Accesibilidad alta
Baja California,2560,Ensenada,"1,482.80",Accesibilidad media
Baja California,2561,Ensenada,424.3,Accesibilidad alta
Baja California,2562,Ensenada,200,Accesibilidad muy alta
Baja California,2563,Ensenada,0,Accesibilidad alta
Baja California,2564,Ensenada,482.8,Accesibilidad alta
Baja California,2565,Ensenada,"5,597.70",Accesibilidad muy baja
Baja California,2566,Ensenada,"5,156.20",Accesibilidad muy baja
Baja California,2567,Ensenada,"4,889.90",Accesibilidad muy baja
Baja California,2568,Ensenada,"6,081.10",Accesibilidad muy baja
Baja California,2569,Ensenada,"5,898.30",Accesibilidad muy baja
Baja California,2570,Ensenada,"6,456.90",Accesibilidad muy baja
Baja California,2571,Ensenada,"5,332.60",Accesibilidad muy baja
Baja California,2572,Ensenada,"5,049.70",Accesibilidad muy baja
Baja California,2573,Ensenada,"2,172.80",Accesibilidad muy baja
Baja California,2574,Ensenada,"2,262.70",Accesibilidad muy baja
Baja California,2575,Ensenada,"3,087.00",Accesibilidad muy baja
Baja California,2576,Ensenada,"5,842.60",Accesibilidad muy baja
Baja California,2577,Ensenada,"1,807.10",Accesibilidad media
Baja California,2578,Ensenada,"2,072.80",Accesibilidad muy baja
Baja California,2579,Ensenada,"2,987.00",Accesibilidad muy baja
Baja California,2580,Ensenada,"3,321.30",Accesibilidad muy baja
Baja California,2581,Ensenada,"3,631.40",Accesibilidad muy baja
Baja California,2582,Ensenada,"1,997.10",Accesibilidad media
Baja California,2583,Ensenada,"3,352.70",Accesibilidad muy baja
Baja California,2584,Ensenada,"4,259.80",Accesibilidad muy baja
Baja California,2585,Ensenada,"4,021.30",Accesibilidad muy baja
Baja California,2586,Ensenada,"5,431.40",Accesibilidad muy baja
Baja California,2587,Ensenada,"5,905.60",Accesibilidad muy baja
Baja California,2588,Ensenada,"28,928.20",Accesibilidad muy baja
Baja California,2589,Ensenada,141.4,Accesibilidad alta
Baja California,2590,Ensenada,807.1,Accesibilidad alta
Baja California,2591,Ensenada,"12,615.40",Accesibilidad muy baja
Baja California,2592,Ensenada,"18,585.30",Accesibilidad muy baja
Baja California,2593,Ensenada,"6,089.90",Accesibilidad muy baja
Baja California,2594,Ensenada,0,Accesibilidad alta
Baja California,2595,Ensenada,"6,367.80",Accesibilidad muy baja
Baja California,2596,Ensenada,"9,039.70",Accesibilidad muy baja
Baja California,2597,Ensenada,989.9,Accesibilidad alta
Baja California,2598,Ensenada,0,Accesibilidad alta
Baja California,2599,Ensenada,"1,700.00",Accesibilidad media
Baja California,2600,Ensenada,841.4,Accesibilidad alta
Baja California,2601,Ensenada,882.8,Accesibilidad alta
Baja California,2602,Ensenada,482.8,Accesibilidad alta
Baja California,2603,Ensenada,732.8,Accesibilidad alta
Baja California,2604,Ensenada,"1,652.10",Accesibilidad media
Baja California,2605,Ensenada,482.8,Accesibilidad alta
Baja California,2606,Ensenada,765.7,Accesibilidad alta
Baja California,2607,Ensenada,"16,364.60",Accesibilidad muy baja
Baja California,2608,Ensenada,"15,781.70",Accesibilidad muy baja
Baja California,2609,Ensenada,"14,142.10",Accesibilidad muy baja
Baja California,2610,Ensenada,"50,459.20",Accesibilidad muy baja
Baja California,2611,Ensenada,"4,095.60",Accesibilidad muy baja
Baja California,2612,Ensenada,382.8,Accesibilidad alta
Baja California,2613,Ensenada,"1,500.00",Accesibilidad media
Baja California,2614,Ensenada,441.4,Accesibilidad alta
Baja California,2615,Ensenada,"1,465.70",Accesibilidad media
Baja California,2616,Ensenada,"1,997.10",Accesibilidad media
Baja California,2617,Ensenada,"1,200.00",Accesibilidad media
Baja California,2618,Ensenada,"2,138.50",Accesibilidad muy baja
Baja California,2619,Ensenada,"1,979.90",Accesibilidad media
Baja California,2620,Ensenada,"1,089.90",Accesibilidad media
Baja California,2621,Ensenada,200,Accesibilidad alta
Baja California,2622,Ensenada,"3,095.60",Accesibilidad muy baja
Baja California,2623,Ensenada,"2,895.60",Accesibilidad muy baja
Baja California,2624,Ensenada,100,Accesibilidad muy alta
Baja California,2625,Ensenada,0,Accesibilidad muy alta
Baja California,2626,Ensenada,100,Accesibilidad muy alta
Baja California,2627,Ensenada,341.4,Accesibilidad muy alta
Baja California,2628,Ensenada,241.4,Accesibilidad muy alta
Baja California,2629,Ensenada,"1,855.60",Accesibilidad media
Baja California,2630,Ensenada,"2,512.70",Accesibilidad muy baja
Baja California,2631,Ensenada,0,Accesibilidad alta
Baja California,2632,Ensenada,845,Accesibilidad alta
Baja California,2633,Ensenada,200,Accesibilidad alta
Baja California,2634,Ensenada,0,Accesibilidad alta
Baja California,2635,Ensenada,100,Accesibilidad alta
Baja California,2636,Ensenada,100,Accesibilidad alta
Baja California,2637,Ensenada,250,Accesibilidad muy alta
Baja California,2638,Ensenada,"2,433.50",Accesibilidad muy baja
Baja California,2639,Ensenada,"1,231.40",Accesibilidad baja
Baja California,2640,Ensenada,"1,089.90",Accesibilidad media
Baja California,2641,Ensenada,"2,597.10",Accesibilidad muy baja
Baja California,2642,Ensenada,0,Accesibilidad alta
Baja California,2643,Ensenada,0,Accesibilidad muy alta
Baja California,2644,Ensenada,100,Accesibilidad muy alta
Baja California,2645,Ensenada,100,Accesibilidad muy alta
Baja California,2646,Ensenada,282.8,Accesibilidad alta
Baja California,2647,Ensenada,100,Accesibilidad muy alta
Baja California,2648,Ensenada,841.4,Accesibilidad alta
Baja California,2649,Ensenada,450,Accesibilidad muy alta
Baja California,2650,Ensenada,"1,007.10",Accesibilidad media
Baja California,2651,Ensenada,200,Accesibilidad alta
Baja California,2652,Ensenada,774.3,Accesibilidad alta
Baja California,2653,Ensenada,"2,407.10",Accesibilidad muy baja
Baja California,2654,Ensenada,665.7,Accesibilidad alta
Baja California,2655,Ensenada,524.3,Accesibilidad alta
Baja California,2656,Ensenada,832.8,Accesibilidad alta
Baja California,2657,Ensenada,"1,331.40",Accesibilidad media
Baja California,2658,Ensenada,200,Accesibilidad alta
Baja California,2659,Ensenada,382.8,Accesibilidad alta
Baja California,2660,Ensenada,"1,282.80",Accesibilidad media
Baja California,2661,Ensenada,"1,348.50",Accesibilidad media
Baja California,2662,Ensenada,100,Accesibilidad alta
Baja California,2663,Ensenada,"1,024.30",Accesibilidad media
Baja California,2664,Ensenada,800,Accesibilidad alta
Baja California,2665,Ensenada,"1,648.50",Accesibilidad media
Baja California,2666,Ensenada,241.4,Accesibilidad muy alta
Baja California,2667,Ensenada,"1,100.00",Accesibilidad media
Baja California,2668,Ensenada,"206,000.00",Accesibilidad muy baja
Baja California,2669,Ensenada,0,Accesibilidad alta
Baja California,2670,Ensenada,600,Accesibilidad alta
Baja California,2671,Ensenada,0,Accesibilidad alta
Baja California,2672,Ensenada,"1,484.90",Accesibilidad media
Baja California,2673,Ensenada,424.3,Accesibilidad alta
Baja California,2674,Ensenada,"1,048.50",Accesibilidad media
Baja California,2675,Ensenada,"7,705.60",Accesibilidad muy baja
Baja California,2676,Ensenada,"1,248.50",Accesibilidad media
Baja California,2677,Ensenada,"5,545.60",Accesibilidad muy baja
Baja California,2678,Ensenada,"5,282.00",Accesibilidad muy baja
Baja California,2679,Ensenada,200,Accesibilidad alta
Baja California,2680,Ensenada,300,Accesibilidad alta
Baja California,2681,Ensenada,"2,455.60",Accesibilidad muy baja
Baja California,2682,Ensenada,382.8,Accesibilidad alta
Baja California,2683,Ensenada,"19,656.00",Accesibilidad muy baja
Baja California,2684,Ensenada,"1,148.50",Accesibilidad media
Baja California,2685,Ensenada,200,Accesibilidad alta
Baja California,2686,Ensenada,"1,600.00",Accesibilidad media
Baja California,2687,Ensenada,"8,249.70",Accesibilidad muy baja
Baja California,2688,Ensenada,341.4,Accesibilidad muy alta
Baja California,2689,Ensenada,0,Accesibilidad muy alta
Baja California,2690,Ensenada,"1,331.40",Accesibilidad media
Baja California,2691,Ensenada,"15,213.10",Accesibilidad muy baja
Baja California,2692,Ensenada,"2,221.30",Accesibilidad muy baja
Baja California,2693,Ensenada,"2,279.90",Accesibilidad muy baja
Baja California,2694,Ensenada,"1,855.60",Accesibilidad media
Baja California,2695,Ensenada,"1,272.80",Accesibilidad media
Baja California,2696,Ensenada,"5,008.30",Accesibilidad muy baja
Baja California,2697,Ensenada,"5,391.20",Accesibilidad muy baja
Baja California,2698,Ensenada,"6,505.40",Accesibilidad muy baja
Baja California,2699,Ensenada,0,Accesibilidad alta
Baja California,2700,Ensenada,0,Accesibilidad alta
Baja California,2701,Ensenada,"2,907.10",Accesibilidad muy baja
Baja California,2702,Ensenada,241.4,Accesibilidad muy alta
Baja California,2703,Ensenada,"9,591.20",Accesibilidad muy baja
Baja California,2704,Ensenada,"10,832.60",Accesibilidad muy baja
Baja California,2705,Ensenada,"16,930.30",Accesibilidad muy baja
Baja California,2706,Ensenada,"2,571.30",Accesibilidad muy baja
Baja California,2707,Ensenada,"2,707.10",Accesibilidad muy baja
Baja California,2708,Ensenada,"1,348.50",Accesibilidad media
Baja California,2709,Ensenada,"4,567.80",Accesibilidad baja
Baja California,2710,Ensenada,"106,778.70",Accesibilidad muy baja
Baja California,2711,Ensenada,"3,369.80",Accesibilidad muy baja
Baja California,2712,Ensenada,"11,013.40",Accesibilidad muy baja
Baja California,2713,Ensenada,231.4,Accesibilidad muy alta
Baja California,2714,Ensenada,"2,969.20",Accesibilidad muy baja
Baja California,2715,Ensenada,362.1,Accesibilidad alta
Baja California,2716,Ensenada,"3,138.50",Accesibilidad muy baja
Baja California,2717,Ensenada,"5,266.90",Accesibilidad muy baja
Baja California,2718,Ensenada,"2,789.90",Accesibilidad muy baja
Baja California,2719,Ensenada,"1,741.40",Accesibilidad media
Baja California,2720,Ensenada,141.4,Accesibilidad alta
Baja California,2721,Ensenada,"1,909.20",Accesibilidad media
Baja California,2722,Ensenada,"10,395.30",Accesibilidad muy baja
Baja California,2723,Ensenada,"4,018.40",Accesibilidad muy baja
Baja California,2724,Ensenada,824.3,Accesibilidad alta
Baja California,2725,Ensenada,624.3,Accesibilidad alta
Baja California,2726,Ensenada,200,Accesibilidad alta
Baja California,2727,Ensenada,"9,463.40",Accesibilidad muy baja
Baja California,2728,Ensenada,"109,526.20",Accesibilidad muy baja
Baja California,2729,Ensenada,"18,388.60",Accesibilidad muy baja
Baja California,2730,Ensenada,"14,096.60",Accesibilidad muy baja
Baja California,2731,Ensenada,"11,004.80",Accesibilidad muy baja
Baja California,2732,Ensenada,"22,734.40",Accesibilidad muy baja
Baja California,2733,Ensenada,"8,210.40",Accesibilidad muy baja
